second,speaker,compound,pos,neu,neg,text
618,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
619,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
620,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
621,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
622,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
623,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
624,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
625,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
626,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
627,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
628,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
629,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
630,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
631,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
632,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
633,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
634,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
635,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
636,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
637,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
638,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
639,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
640,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
641,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
642,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
643,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
644,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
645,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
646,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
647,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
648,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
649,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
650,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
651,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
652,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
653,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
654,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
655,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
656,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
657,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
658,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
659,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
660,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
661,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
662,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
663,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
664,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
665,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
666,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
667,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
668,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
669,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
670,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
671,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
672,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
673,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
674,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
675,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
676,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
677,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
678,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
679,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
680,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
681,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
682,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
683,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
684,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
685,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
686,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
687,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
688,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
689,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
690,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
691,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
692,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
693,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
694,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
695,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
696,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
697,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
698,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
699,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
700,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
701,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
702,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
703,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
704,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
705,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
706,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
707,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
708,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
709,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
710,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
711,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
712,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
713,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
714,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
715,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
716,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
717,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
718,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
719,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
720,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
721,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
722,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
723,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
724,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
725,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
726,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
727,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
728,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
729,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
730,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
731,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
732,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
733,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
734,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
735,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
736,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
737,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
738,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
739,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
740,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
741,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
742,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
743,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
744,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
745,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
746,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
747,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
748,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
749,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
750,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
751,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
752,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
753,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
754,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
755,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
756,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
757,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
758,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
759,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
760,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
761,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
762,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
763,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
764,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
765,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
766,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
767,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
768,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
769,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
770,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
771,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
772,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
773,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
774,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
775,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
776,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
777,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
778,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
779,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
780,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
781,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
782,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
783,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
784,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
785,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
786,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
787,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
788,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
789,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
790,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
791,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
792,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
793,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
794,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
795,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
796,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
797,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
798,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
799,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
800,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
801,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
802,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
803,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
804,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
805,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
806,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
807,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
808,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
809,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
810,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
811,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
812,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
813,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
814,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
815,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
816,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
817,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
818,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
819,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
820,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
821,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
822,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
823,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
824,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
825,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
826,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
827,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
828,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
829,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
830,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
831,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
832,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
833,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
834,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
835,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
836,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
837,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
838,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
839,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
840,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
841,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
842,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
843,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
844,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
845,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
846,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
847,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
848,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
849,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
850,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
851,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
852,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
853,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
854,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
855,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
856,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
857,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
858,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
859,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
860,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
861,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
862,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
863,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
864,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
865,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
866,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
867,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
868,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
869,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
870,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
871,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
872,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
873,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
874,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
875,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
876,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
877,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
878,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
879,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
880,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
881,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
882,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
883,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
884,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
885,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
886,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
887,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
888,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
889,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
890,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
891,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
892,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
893,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
894,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
895,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
896,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
897,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
898,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
899,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
900,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
901,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
902,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
903,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
904,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
905,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
906,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
907,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
908,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
909,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
910,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
911,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
912,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
913,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
914,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
915,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
916,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
917,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
918,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
919,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
920,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
